,Company,TypeName,Inches,Ram,OpSys,Weight,Price,Resolution_Width,Resolution_Height,CPU Brand,CPU Series,CPU Frequency,Storage Capacity,Storage Type,Gpu_Brand,Gpu_Model
510,Dell,Ultrabook,13.3,8,Windows 10,1.29,47898.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
511,Acer,Notebook,15.6,4,Windows 10,2.2,34045.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,500,HDD,Nvidia,GeForce 940MX
512,Dell,Notebook,15.6,8,Windows 10,2.18,44542.08,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
513,Dell,Notebook,15.6,16,Windows 10,2.2,64961.10719999999,1920.0,1080.0,Intel,Core i7 8550U,1.8,2256,Hybrid,AMD,Radeon 530
514,Xiaomi,Notebook,15.6,16,No OS,1.95,74589.336,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,Nvidia,GeForce MX150
515,Asus,Netbook,11.6,2,Windows 10,1.1,13053.6,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
516,HP,Notebook,15.6,4,Windows 10,2.04,27783.9216,1366.0,768.0,Intel,Core i5 8250U,1.6,1000,HDD,Intel,UHD Graphics 620
517,Asus,Gaming,15.6,24,Windows 10,2.24,158135.04,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX1080
518,HP,Notebook,15.6,8,Windows 10,2.04,47365.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 930MX
519,Asus,Gaming,17.3,16,Windows 10,3.0,80133.12,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX1050 Ti
520,Lenovo,Gaming,15.6,8,Windows 10,3.2,74538.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
521,HP,Ultrabook,13.3,8,Windows 10,1.32,74538.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
522,Dell,Notebook,14.0,8,Windows 10,1.64,68184.0144,1920.0,1080.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
523,HP,Notebook,15.6,4,Windows 10,1.63,36709.92,1366.0,768.0,Intel,Core i3 6006U,2,128,SSD,Intel,HD Graphics 520
524,Dell,Notebook,17.3,8,Linux,2.8,47365.92,1920.0,1080.0,Intel,Core i5 8250U,1.6,1128,Hybrid,AMD,Radeon 530
525,Lenovo,Notebook,14.0,8,Windows 7,2.02,71395.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
526,Lenovo,Notebook,15.6,4,Windows 10,2.2,42570.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 920MX
527,Lenovo,Notebook,15.6,8,No OS,2.2,24455.52,1366.0,768.0,Intel,Core i3 6006U,2,2000,HDD,Nvidia,GeForce 920MX 
528,Dell,Notebook,15.6,4,Windows 10,2.3,31168.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,500,HDD,AMD,Radeon R5 M430
529,Dell,Notebook,15.6,8,Windows 10,1.9,73366.56,1920.0,1080.0,Intel,Core i5 7440HQ,2.8,256,SSD,Intel,HD Graphics 620
530,Dell,Gaming,17.3,16,Windows 10,4.42,160520.3856,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1070
531,Toshiba,Notebook,15.6,8,Windows 10,2.0,45820.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
532,Asus,Notebook,15.6,8,Windows 10,2.0,69210.72,3840.0,2160.0,Intel,Core i7 7500U,2.7,1256,Hybrid,Nvidia,GeForce GTX 960M
533,Mediacom,Notebook,13.3,4,Windows 10,1.2,19660.32,1920.0,1080.0,Intel,Celeron Quad Core N3450,1.1,32,SSD,Intel,HD Graphics 500
534,Asus,Gaming,15.6,8,Windows 10,2.3,87858.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1060
535,Dell,Notebook,15.6,8,Windows 10,1.93,72940.31999999999,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Nvidia,GeForce 930MX
536,Dell,Notebook,15.6,8,Windows 10,2.2,42486.0048,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,AMD,Radeon 530
537,HP,Notebook,15.6,4,Windows 10,1.86,21258.1872,1920.0,1080.0,Intel,Pentium Quad Core N3710,1.6,256,SSD,Intel,HD Graphics 405
538,HP,Gaming,17.3,12,Windows 10,2.62,95850.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1060
539,Lenovo,Notebook,14.0,8,Windows 10,1.87,45767.52,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 940MX
540,Dell,Ultrabook,13.3,8,Windows 10,1.2,74538.72,3200.0,1800.0,Intel,Core i7 8550U,1.8,256,SSD,Intel,UHD Graphics 620
541,Dell,Notebook,14.0,4,Windows 10,1.6,39207.1536,1920.0,1080.0,Intel,Core i3 6006U,2,128,SSD,Intel,HD Graphics 520
542,HP,Ultrabook,13.3,8,Windows 10,1.34,61005.6,3200.0,1800.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
543,Acer,Gaming,15.6,8,Linux,2.4,42517.44,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
544,Asus,Notebook,15.6,4,Windows 10,2.0,18594.72,1366.0,768.0,AMD,E-Series 7110,1.8,500,HDD,AMD,Radeon R2 Graphics
545,HP,Notebook,15.6,4,Windows 10,2.1,37589.04,1920.0,1080.0,Intel,Core i3 7100U,2.4,128,SSD,Intel,HD Graphics 620
546,Lenovo,Notebook,14.0,4,Windows 10,1.87,41824.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
547,Lenovo,Notebook,15.6,4,No OS,2.15,24634.008,1920.0,1080.0,Intel,Core i5 6200U,2.3,1000,HDD,Intel,HD Graphics 520
548,HP,Notebook,15.6,4,Windows 10,1.86,21152.16,1920.0,1080.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
549,Lenovo,Notebook,15.6,8,Windows 10,1.99,92121.12,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
550,Lenovo,Notebook,15.6,4,Windows 10,2.2,26586.72,1920.0,1080.0,Intel,Core i3 6006U,2,128,SSD,Intel,HD Graphics 520
551,Dell,Notebook,15.6,8,Windows 10,1.9,59513.2272,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
552,Dell,Gaming,17.3,16,Windows 10,4.42,143802.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
553,HP,Notebook,17.3,8,Windows 10,2.65,28992.312,1600.0,900.0,Intel,Core i3 6006U,2,1000,HDD,Intel,HD Graphics 520
554,HP,Notebook,17.3,8,Windows 10,2.63,68198.4,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 930MX
555,Asus,Notebook,15.6,4,Linux,2.0,11934.72,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,500,HDD,Intel,HD Graphics 500
556,Mediacom,Notebook,13.3,4,Windows 10,1.35,13586.4,1920.0,1080.0,Intel,Atom x5-Z8350,1.44,32,Flash Storage,Intel,HD Graphics
557,Lenovo,Notebook,17.3,6,Windows 10,2.8,50562.72,1600.0,900.0,Intel,Core i7 7500U,2.7,1128,Hybrid,Nvidia,GeForce 940MX
558,HP,Notebook,15.6,6,Windows 10,1.91,30310.992,1920.0,1080.0,AMD,A10-Series A10-9620P,2.5,128,SSD,AMD,Radeon 530
559,Dell,Notebook,15.6,4,Windows 10,2.18,32921.712,1366.0,768.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon R5 M420
560,Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18594.72,1920.0,1080.0,Intel,Celeron Dual Core N3350,2.0,32,Flash Storage,Intel,HD Graphics 500
561,Lenovo,Notebook,15.6,4,Windows 10,2.05,33566.4,1920.0,1080.0,Intel,Core i3 7130U,2.7,128,SSD,Intel,HD Graphics 620
562,HP,Ultrabook,13.3,16,Windows 10,1.16,104695.2,3200.0,1800.0,Intel,Core M 6Y75,1.2,512,SSD,Intel,HD Graphics 515
563,Lenovo,Notebook,17.3,8,Windows 10,3.4,159786.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M620M
564,Asus,Notebook,15.6,8,Windows 10,2.5,44701.92,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1050
565,Dell,Ultrabook,13.3,8,Windows 10,1.21,85194.72,3840.0,2160.0,Intel,Core i5 8250U,1.6,128,SSD,Intel,UHD Graphics 620
566,Dell,Notebook,15.6,4,Windows 10,1.93,51095.52,1366.0,768.0,Intel,Core i5 7300U,2.6,500,HDD,Intel,HD Graphics 620
567,Fujitsu,Notebook,15.6,8,Windows 10,2.2,39373.92,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
568,Lenovo,Notebook,15.6,4,Windows 10,2.2,18328.32,1920.0,1080.0,Intel,Pentium Quad Core N4200,1.1,500,HDD,Intel,HD Graphics 505
569,Lenovo,Notebook,14.0,4,Windows 10,2.02,52747.2,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
570,HP,Workstation,17.3,8,Windows 10,3.14,99153.5472,1600.0,900.0,Intel,Core i5 7440HQ,2.8,500,HDD,Nvidia,Quadro M1200
571,HP,Notebook,14.0,8,Windows 10,1.94,20725.92,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,2000,HDD,Intel,HD Graphics 405
572,HP,Notebook,15.6,6,Windows 10,1.95,34578.72,1920.0,1080.0,AMD,A9-Series A9-9420,3,256,SSD,AMD,Radeon 530
573,Lenovo,Notebook,15.6,8,Windows 10,2.3,44222.4,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
574,Lenovo,Notebook,15.6,4,Windows 10,2.05,36496.8,1920.0,1080.0,Intel,Core i5 8250U,1.6,500,HDD,Intel,HD Graphics 620
575,Mediacom,Notebook,14.0,4,Windows 10,1.4,13266.72,1920.0,1080.0,Intel,Atom x5-Z8350,1.44,32,SSD,Intel,HD Graphics
576,Toshiba,Ultrabook,14.0,16,Windows 10,1.24,99367.2,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
577,Lenovo,Gaming,17.3,32,Windows 10,4.6,141884.63999999998,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1256,Hybrid,Nvidia,GeForce GTX 1070
578,MSI,Gaming,17.3,16,Windows 10,4.14,145401.12,1920.0,1080.0,Intel,Core i7 7820HK,2.9,1512,Hybrid,Nvidia,GeForce GTX 1070
579,Dell,Notebook,15.6,8,Linux,2.2,39907.2528,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,AMD,Radeon R5 M430
580,Mediacom,Notebook,14.0,4,Windows 10,1.45,20725.92,1920.0,1080.0,Intel,Celeron Quad Core N3450,1.1,32,SSD,Intel,HD Graphics 500
581,Dell,Notebook,15.6,8,Windows 10,1.9,53733.94559999999,1366.0,768.0,Intel,Core i5 7300U,2.6,500,HDD,Intel,HD Graphics 620
582,HP,Notebook,13.3,4,Windows 10,1.49,38308.32,1920.0,1080.0,Intel,Core i3 7100U,2.4,128,SSD,Intel,HD Graphics 620
583,Dell,Notebook,15.6,16,Windows 10,1.93,81912.13919999999,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Nvidia,GeForce 930MX
584,Dell,Netbook,11.6,4,Chrome OS,1.26,15717.6,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,16,Flash Storage,Intel,HD Graphics 400
585,MSI,Gaming,17.3,16,Windows 10,4.5,125154.72,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1128,Hybrid,Nvidia,GeForce GTX 980M
586,HP,Gaming,17.3,16,Windows 10,3.78,79813.44,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050
587,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,89137.44,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
588,Lenovo,Notebook,15.6,12,Windows 10,2.2,32447.52,1366.0,768.0,Intel,Core i7 8550U,1.8,1000,HDD,Intel,HD Graphics 620
589,Asus,Gaming,17.3,8,Windows 10,2.73,94305.6,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1060
590,Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39373.92,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 520
591,Lenovo,Notebook,15.6,12,Windows 10,2.2,50562.72,1920.0,1080.0,AMD,A12-Series 9720P,3.6,512,SSD,AMD,Radeon 530
592,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,32127.84,1366.0,768.0,Intel,Core M 7Y30,1.0,128,SSD,Intel,HD Graphics 615
593,Samsung,Notebook,15.6,16,Windows 10,2.5,90522.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
594,Lenovo,Notebook,17.3,4,No OS,2.8,28185.12,1920.0,1080.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
595,Lenovo,Notebook,15.6,8,Windows 10,2.29,24455.52,1366.0,768.0,Intel,Core i3 6100U,2.3,1000,HDD,Intel,HD Graphics 520
596,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
597,Lenovo,Notebook,14.0,8,Windows 10,1.7,78534.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,256,SSD,Intel,HD Graphics 630
598,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88977.59999999999,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
599,Dell,Workstation,15.6,8,Windows 10,2.06,93932.64,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,Quadro M620
600,HP,Notebook,15.6,8,Windows 10,1.84,64948.32,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
601,HP,Notebook,15.6,4,Windows 10,2.1,35616.6144,1366.0,768.0,Intel,Core i3 7100U,2.4,500,HDD,Intel,HD Graphics 620
602,Acer,Notebook,14.0,4,Windows 10,1.6,17529.12,1920.0,1080.0,Intel,Celeron Quad Core N3450,1.1,32,Flash Storage,Intel,HD Graphics 500
603,MSI,Gaming,17.3,16,Windows 10,4.14,117162.72,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1128,Hybrid,Nvidia,GeForce GTX 970M
604,Dell,Notebook,15.6,4,Linux,2.18,24775.2,1366.0,768.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon R5 M420
605,MSI,Gaming,15.6,16,Windows 10,1.8,122490.72,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,2256,Hybrid,Nvidia,GeForce GTX 1060
606,Toshiba,Notebook,15.6,8,Windows 10,2.2,74538.72,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
607,Lenovo,Notebook,15.6,6,Windows 10,2.4,30049.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
608,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69210.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Intel,HD Graphics 630
609,Acer,Notebook,14.0,4,Windows 10,1.6,18594.72,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,128,Flash Storage,Intel,HD Graphics 405
610,Lenovo,Notebook,15.6,32,Windows 10,2.5,261018.72,3840.0,2160.0,Intel,Xeon E3-1535M v6,3.1,1000,SSD,Nvidia,Quadro M2200M
611,Dell,Gaming,15.6,16,Windows 10,2.59,46833.6528,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 960<U+039C>
612,Dell,Notebook,15.6,4,Linux,2.18,23650.992,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,Intel,HD Graphics 520
613,Dell,Notebook,15.6,4,Linux,2.25,19127.52,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,Intel,HD Graphics 520
614,Dell,Notebook,15.6,4,Linux,1.93,46300.32,1366.0,768.0,Intel,Core i5 7300U,2.6,500,HDD,Intel,HD Graphics 620
615,Asus,Gaming,17.3,8,Windows 10,3.0,62231.04,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
616,Dell,Notebook,15.6,4,Linux,2.18,30316.32,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,AMD,Radeon R5 M420
617,HP,Ultrabook,15.6,8,Windows 10,1.84,74005.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
618,MSI,Gaming,15.6,16,Windows 10,2.94,120831.5808,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
619,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193.12,1366.0,768.0,Intel,Celeron Quad Core N3160,1.6,32,Flash Storage,Intel,HD Graphics 400
620,HP,Notebook,14.0,8,Windows 10,2.31,59886.72,1366.0,768.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
621,Lenovo,Notebook,14.0,8,Windows 7,1.65,78055.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
622,Dell,Notebook,15.6,4,Windows 10,2.2,41345.28,1920.0,1080.0,Intel,Core i5 8250U,1.6,1000,HDD,AMD,Radeon 530
623,Fujitsu,Notebook,15.6,8,Windows 10,2.2,42570.72,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
624,HP,Notebook,15.6,4,Windows 7,1.88,49656.96,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
625,Lenovo,Notebook,15.6,8,Windows 10,2.2,47898.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 920MX
626,Mediacom,Notebook,14.0,2,Windows 10,1.4,12733.92,1920.0,1080.0,Intel,Atom x5-Z8350,1.44,32,Flash Storage,Intel,HD Graphics
627,Lenovo,Notebook,15.6,4,No OS,2.2,24935.04,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
628,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046.4528,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
629,Dell,Notebook,15.6,8,Windows 10,2.0,96969.6,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,GeForce GTX 1050
630,Asus,Ultrabook,14.0,16,Windows 10,1.1,101232.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
631,Dell,Gaming,15.6,16,Windows 10,2.62,78801.12,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
632,Lenovo,Notebook,15.6,4,Windows 10,1.8,44169.12,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
633,Lenovo,Notebook,15.6,4,Windows 10,2.2,30849.12,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,Nvidia,GeForce 920MX 
634,Asus,Notebook,15.6,8,Windows 10,2.0,21258.72,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,1000,HDD,Intel,HD Graphics 500
635,Asus,Notebook,15.6,8,Windows 10,1.99,48304.7136,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
636,Dell,Ultrabook,13.3,8,Windows 10,1.23,99580.32,3200.0,1800.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
637,Lenovo,Notebook,14.0,2,Windows 10,1.42,13266.72,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
638,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635.3376,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
639,Dell,Notebook,15.6,16,Windows 10,2.06,127818.72,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,1000,SSD,Nvidia,GeForce GTX 1050
640,Lenovo,Gaming,15.6,8,Windows 10,2.5,59087.52,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050M
641,HP,Notebook,17.0,8,Windows 10,2.6,27753.552,1600.0,900.0,AMD,A9-Series 9420,3,1000,HDD,AMD,Radeon R5
642,Lenovo,Ultrabook,14.0,16,Windows 10,1.14,130536.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
643,Asus,Gaming,15.6,8,No OS,2.5,62284.32,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050 Ti
644,Acer,Notebook,15.6,4,Windows 10,2.4,23976.0,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
645,Lenovo,Notebook,14.0,4,Windows 10,1.43,14598.72,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics
646,Acer,Ultrabook,14.0,8,Windows 10,1.8,48964.32,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,Graphics 620
647,Razer,Gaming,14.0,16,Windows 10,1.95,138474.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,GeForce GTX 1060
648,Toshiba,Notebook,13.3,8,Windows 10,1.2,64628.64,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
649,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84395.52,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
650,Asus,Gaming,17.3,32,Windows 10,3.8,149130.72,1920.0,1080.0,Intel,Core i7 6820HK,2.7,512,SSD,Nvidia,GeForce GTX 1080
651,Acer,Gaming,15.6,8,Linux,2.4,37775.52,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
652,Dell,Ultrabook,13.3,8,Windows 10,1.2,77250.672,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,Intel,UHD Graphics 620
653,MSI,Gaming,15.6,8,Windows 10,2.2,63499.10399999999,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050 Ti
654,HP,Notebook,15.6,4,No OS,1.86,19441.872,1366.0,768.0,Intel,Core i3 6006U,2,500,HDD,Intel,HD Graphics 520
655,Toshiba,Notebook,15.6,8,Windows 10,2.0,56689.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
656,Dell,Notebook,15.6,8,Windows 10,2.2,48964.32,1920.0,1080.0,Intel,Core i7 8550U,1.8,256,SSD,AMD,Radeon 530
657,Dell,Notebook,15.6,16,Windows 10,2.2,60472.8,1920.0,1080.0,Intel,Core i7 8550U,1.8,2256,Hybrid,AMD,Radeon 530
658,Lenovo,Gaming,15.6,8,Windows 10,3.31,63722.88,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960
659,Dell,Gaming,17.3,32,Windows 10,4.42,167691.8736,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,1512,Hybrid,Nvidia,GeForce GTX 1070
660,Dell,Notebook,14.0,8,Windows 10,1.56,65481.12,1920.0,1080.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
661,Lenovo,Notebook,15.6,4,Windows 10,2.2,22324.32,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,500,HDD,Intel,HD Graphics 500
662,Lenovo,Notebook,15.6,4,Windows 10,2.2,28504.8,1920.0,1080.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
663,HP,Notebook,15.6,6,Windows 10,2.04,28717.92,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon R5 M430
664,MSI,Gaming,17.3,8,Windows 10,2.7,79215.1056,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
665,Toshiba,Notebook,15.6,4,Windows 10,2.1,26533.44,1366.0,768.0,Intel,Core i3 6100U,2.1,128,SSD,Intel,HD Graphics 520
666,Dell,Notebook,15.6,8,Windows 10,2.06,50882.4,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
667,HP,Notebook,15.6,8,Windows 10,2.1,39693.6,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,AMD,Radeon 530
668,Toshiba,Notebook,15.6,8,Windows 10,2.0,67026.23999999999,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
669,Acer,Notebook,15.6,4,Linux,2.1,21951.36,1366.0,768.0,Intel,Core i3 6006U,2,128,SSD,Intel,HD Graphics 520
670,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,99519.048,2256.0,1504.0,Intel,Core i7 7600U,2.8,256,SSD,Intel,Iris Plus Graphics 640
671,Lenovo,Notebook,15.6,8,Windows 10,1.9,43580.376,1920.0,1080.0,Intel,Core i5 7200U,2.5,1128,Hybrid,AMD,Radeon R5 M430
672,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091.52,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
673,Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,1366.0,768.0,AMD,E-Series E2-9000,2.2,128,SSD,AMD,Radeon R2 Graphics
674,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,37242.72,1920.0,1080.0,Intel,Core i3 7100U,2.4,128,SSD,Nvidia,GeForce 940MX
675,MSI,Gaming,15.6,16,Windows 10,2.4,68944.31999999999,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050
676,Asus,Ultrabook,14.0,8,Windows 10,1.1,60472.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
677,HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373.6,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,64,Flash Storage,Intel,HD Graphics 500
678,LG,Ultrabook,15.6,8,Windows 10,1.09,122490.72,1920.0,1080.0,Intel,Core i7 8550U,1.8,512,SSD,Intel,HD Graphics 620
